Stock Name,Stock Ticker,Category,Stock Explain,Resources
Mastercard,MA,Financials,"Mastercard Incorporated is a global payment technology company facilitating electronic payments and providing financial services, including credit, debit, and prepaid card processing.",http://www.mastercard.com
Match Group,MTCH,Communication Services,"Match Group, Inc. is a leading provider of online dating platforms, including Tinder, Match.com, and OkCupid. It connects people worldwide through technology-driven matchmaking.",http://www.mtch.com
McCormick & Company,MKC,Consumer Staples,"McCormick & Company, Incorporated is a global leader in spices, seasonings, and flavorings. It serves retail, foodservice, and industrial customers with its iconic products.",http://www.mccormick.com
McDonald's,MCD,Consumer Discretionary,"McDonald's Corporation is the world’s largest fast-food chain, serving burgers, fries, and beverages. It operates through franchisees and company-owned restaurants globally.",http://www.mcdonalds.com
McKesson Corporation,MCK,Health Care,"McKesson Corporation is a healthcare services company providing pharmaceuticals, medical supplies, and technology solutions to healthcare providers and pharmacies.",http://www.mckesson.com
Medtronic,MDT,Health Care,"Medtronic plc is a global leader in medical technology, offering devices and therapies for cardiac, diabetes, surgical, and neurological conditions.",http://www.medtronic.com
Merck & Co.,MRK,Health Care,"Merck & Co., Inc. is a pharmaceutical company developing innovative therapies and vaccines for conditions like cancer, infectious diseases, and cardiovascular disorders.",http://www.merck.com
Meta Platforms,META,Communication Services,"Meta Platforms, Inc., formerly Facebook, is a global technology company connecting people through platforms like Facebook, Instagram, WhatsApp, and its metaverse initiatives.",http://www.meta.com
MetLife,MET,Financials,"MetLife, Inc. is a global provider of insurance, annuities, and employee benefits. It focuses on life, dental, and disability insurance for individuals and businesses.",http://www.metlife.com
Mettler Toledo,MTD,Health Care,"Mettler-Toledo International Inc. is a manufacturer of precision instruments for laboratory, industrial, and retail applications, including weighing and analytical solutions.",http://www.mt.com
MGM Resorts,MGM,Consumer Discretionary,"MGM Resorts International is a global hospitality and entertainment company operating hotels, casinos, and resorts, including iconic properties in Las Vegas and Macau.",http://www.mgmresorts.com
Microchip Technology,MCHP,Information Technology,"Microchip Technology Incorporated designs and manufactures microcontrollers, analog devices, and memory products for applications in automotive, industrial, and consumer electronics.",http://www.microchip.com
Micron Technology,MU,Information Technology,"Micron Technology, Inc. is a leading producer of memory and storage solutions, including DRAM and NAND technologies, for industries like data centers, mobile, and computing.",http://www.micron.com
Microsoft,MSFT,Information Technology,"Microsoft Corporation is a global technology company offering software, hardware, and cloud services. Its products include Windows, Office, Azure, and Xbox.",http://www.microsoft.com
Mid-America Apartment Communities,MAA,Real Estate,"Mid-America Apartment Communities, Inc. is a real estate investment trust (REIT) specializing in owning and managing apartment communities in the southeastern and southwestern United States.",http://www.maac.com
Moderna,MRNA,Health Care,"Moderna, Inc. is a biotechnology company pioneering mRNA-based medicines and vaccines, including its COVID-19 vaccine, with a focus on innovative treatments.",http://www.modernatx.com
Mohawk Industries,MHK,Consumer Discretionary,"Mohawk Industries, Inc. is a global flooring manufacturer producing carpets, tiles, hardwood, and laminate flooring for residential and commercial markets.",http://www.mohawkind.com
Molina Healthcare,MOH,Health Care,"Molina Healthcare, Inc. provides managed healthcare services, including Medicaid and Medicare plans, with a focus on underserved and low-income populations.",http://www.molinahealthcare.com
Molson Coors Beverage Company,TAP,Consumer Staples,"Molson Coors Beverage Company is a multinational brewing company producing beer and beverages, including Coors Light, Miller Lite, and Blue Moon.",http://www.molsoncoors.com
Mondelez International,MDLZ,Consumer Staples,"Mondelez International, Inc. is a global snack company producing biscuits, chocolates, and beverages. Its iconic brands include Oreo, Cadbury, and Toblerone.",http://www.mondelezinternational.com
Monolithic Power Systems,MPWR,Information Technology,"Monolithic Power Systems, Inc. designs and manufactures power management solutions, including integrated circuits for industrial, automotive, and consumer electronics.",http://www.monolithicpower.com
Monster Beverage,MNST,Consumer Staples,"Monster Beverage Corporation develops and markets energy drinks and alternative beverages. Its flagship product, Monster Energy, is globally recognized.",http://www.monsterbevcorp.com
Moody's Corporation,MCO,Financials,"Moody's Corporation provides credit ratings, research, and analytics for financial markets. Its services help investors and businesses assess risk and creditworthiness.",http://www.moodys.com
Morgan Stanley,MS,Financials,"Morgan Stanley is a global financial services company providing investment banking, wealth management, and asset management services to clients worldwide.",http://www.morganstanley.com
Mosaic Company (The),MOS,Materials,"The Mosaic Company is a leading producer of phosphate and potash fertilizers, essential for agriculture and crop production globally.",http://www.mosaicco.com
Motorola Solutions,MSI,Information Technology,"Motorola Solutions, Inc. provides communication solutions, including two-way radios, public safety software, and video security systems for businesses and governments.",http://www.motorolasolutions.com
MSCI,MSCI,Financials,"MSCI Inc. is a global provider of investment decision support tools, including indices, portfolio analytics, and ESG (Environmental, Social, Governance) data.",http://www.msci.com
"Nasdaq, Inc.",NDAQ,Financials,"Nasdaq, Inc. operates a global exchange platform for trading equities, derivatives, and other financial products. It also provides financial technology and data services.",http://www.nasdaq.com
NetApp,NTAP,Information Technology,"NetApp, Inc. is a cloud data services and data management company offering solutions for hybrid and multi-cloud environments to optimize business performance.",http://www.netapp.com
Netflix,NFLX,Communication Services,"Netflix, Inc. is a global streaming platform offering movies, TV shows, and original content. It is a leader in on-demand entertainment and media distribution.",http://www.netflix.com
Newmont,NEM,Materials,"Newmont Corporation is a leading gold mining company, producing gold, silver, and other metals. It operates mines in North America, South America, and Africa.",http://www.newmont.com
News Corp (Class A),NWSA,Communication Services,"News Corporation operates as a media and publishing company, owning assets like The Wall Street Journal, HarperCollins, and Dow Jones. Class A shares carry voting rights.",http://www.newscorp.com
News Corp (Class B),NWS,Communication Services,News Corporation Class B shares represent ownership in the same company but with limited or no voting rights compared to Class A shares.,http://www.newscorp.com
NextEra Energy,NEE,Utilities,"NextEra Energy, Inc. is a leading renewable energy company specializing in wind and solar power generation, as well as natural gas and nuclear energy production.",http://www.nexteraenergy.com
"Nike, Inc.",NKE,Consumer Discretionary,"Nike, Inc. is a global leader in sportswear and athletic footwear. It designs and markets apparel, shoes, and accessories under brands like Nike,",http://www.nike.com
NiSource,NI,Utilities,NiSource Inc. is a utility company providing natural gas and electricity services to customers in the Midwest and northeastern United States.,http://www.nisource.com
Nordson Corporation,NDSN,Industrials,"Nordson Corporation designs and manufactures dispensing systems for adhesives, coatings, and sealants, serving industries like electronics, healthcare, and automotive.",http://www.nordson.com
Norfolk Southern Railway,NSC,Industrials,"Norfolk Southern Corporation is a leading transportation company specializing in rail freight services, connecting markets across the eastern United States.",http://www.nscorp.com
Northern Trust,NTRS,Financials,"Northern Trust Corporation is a financial services company providing wealth management, asset servicing, and investment solutions to institutions and individuals.",http://www.northerntrust.com
Northrop Grumman,NOC,Industrials,"Northrop Grumman Corporation is a global aerospace and defense technology company, developing advanced systems for national security, space, and defense.",http://www.northropgrumman.com
Norwegian Cruise Line Holdings,NCLH,Consumer Discretionary,"Norwegian Cruise Line Holdings Ltd. operates a fleet of cruise ships under brands like Norwegian, Oceania, and Regent. It offers luxury and premium cruising experiences.",http://www.ncl.com
NRG Energy,NRG,Utilities,"NRG Energy, Inc. is a power generation and retail electricity company, providing energy solutions with a focus on renewable energy and sustainability.",http://www.nrg.com
Nucor,NUE,Materials,"Nucor Corporation is a leading steel producer and recycler in North America, manufacturing a variety of steel products for construction, automotive, and industrial use.",http://www.nucor.com
Nvidia,NVDA,Information Technology,"NVIDIA Corporation is a global leader in graphics processing units (GPUs) and AI computing technologies, serving industries like gaming, data centers, and autonomous vehicles.",http://www.nvidia.com
"NVR, Inc.",NVR,Consumer Discretionary,"NVR, Inc. is a homebuilder operating in the United States, constructing and selling single-family homes, townhomes, and condominiums under brands like Ryan Homes and NVHomes.",http://www.nvrinc.com
NXP Semiconductors,NXPI,Information Technology,"NXP Semiconductors N.V. is a global semiconductor company providing solutions for automotive, industrial, and IoT applications. Its products include microcontrollers, sensors, and power management devices.",http://www.nxp.com
O'Reilly Auto Parts,ORLY,Consumer Discretionary,"O'Reilly Automotive, Inc. operates a chain of auto parts stores, providing replacement parts, tools, and accessories for vehicles. It serves both professional mechanics and DIY customers.",http://www.oreillyauto.com
Occidental Petroleum,OXY,Energy,"Occidental Petroleum Corporation is an energy company specializing in oil and natural gas exploration, production, and chemical manufacturing. It focuses on low-carbon technologies.",http://www.oxy.com
Old Dominion,ODFL,Industrials,"Old Dominion Freight Line, Inc. is a leading less-than-truckload (LTL) carrier providing regional, interregional, and national freight services across North America.",http://www.odfl.com
Omnicom Group,OMC,Communication Services,"Omnicom Group Inc. is a global advertising and marketing services company, offering solutions in branding, digital marketing, public relations, and media planning.",http://www.omnicomgroup.com
ON Semiconductor,ON,Information Technology,"ON Semiconductor Corporation provides energy-efficient semiconductor solutions for automotive, industrial, and IoT markets. Its products include power management and sensors.",http://www.onsemi.com
ONEOK,OKE,Energy,"ONEOK, Inc. is a midstream service provider in the natural gas industry, focusing on gathering, processing, storage, and transportation of natural gas and natural gas liquids.",http://www.oneok.com
Oracle Corporation,ORCL,Information Technology,"Oracle Corporation is a global technology company specializing in database software, cloud computing, and enterprise resource planning (ERP) solutions.",http://www.oracle.com
Otis Worldwide,OTIS,Industrials,"Otis Worldwide Corporation is a leading manufacturer and service provider for elevators, escalators, and moving walkways, serving commercial and residential buildings globally.",http://www.otis.com
Paccar,PCAR,Industrials,"PACCAR Inc. designs and manufactures heavy-duty trucks under brands like Kenworth, Peterbilt, and DAF. It also provides financial and information technology services.",http://www.paccar.com
Packaging Corporation of America,PKG,Materials,"Packaging Corporation of America produces containerboard and corrugated packaging products, serving industries like shipping, retail, and agriculture.",http://www.packagingcorp.com
Palantir Technologies,PLTR,Information Technology,"Palantir Technologies Inc. develops data analytics platforms for government and commercial sectors, focusing on security, healthcare, and financial services.",http://www.palantir.com
Palo Alto Networks,PANW,Information Technology,"Palo Alto Networks, Inc. is a leading cybersecurity company offering solutions for network security, cloud security, and endpoint protection to prevent cyberattacks.",http://www.paloaltonetworks.com
Paramount Global,PARA,Communication Services,"Paramount Global operates as a media and entertainment company with television, film, and streaming services, including CBS, Showtime, and Paramount+.",http://www.paramount.com
Parker Hannifin,PH,Industrials,"Parker-Hannifin Corporation is a global leader in motion and control technologies, providing engineering solutions for aerospace, industrial, and automotive applications.",http://www.parker.com
Paychex,PAYX,Industrials,"Paychex, Inc. provides payroll, human resource, and benefits outsourcing services for small and medium-sized businesses, streamlining workforce management.",http://www.paychex.com
Paycom,PAYC,Industrials,"Paycom Software, Inc. offers cloud-based human capital management (HCM) software, providing solutions for payroll, talent acquisition, and employee engagement.",http://www.paycom.com
PayPal,PYPL,Financials,"PayPal Holdings, Inc. is a global leader in digital payments, providing a secure platform for online transactions, money transfers, and e-commerce solutions.",http://www.paypal.com
Pentair,PNR,Industrials,"Pentair plc is a water treatment company offering solutions for water filtration, flow, and infrastructure, focusing on sustainability and water conservation.",http://www.pentair.com
PepsiCo,PEP,Consumer Staples,"PepsiCo, Inc. is a multinational food and beverage company, known for its iconic brands like Pepsi, Lay’s, Tropicana, and Quaker. It focuses on sustainability and innovation.",http://www.pepsico.com
Pfizer,PFE,Health Care,"Pfizer Inc. is a leading pharmaceutical company, developing innovative medicines and vaccines for various therapeutic areas, including its widely recognized COVID-19 vaccine.",http://www.pfizer.com
PG&E Corporation,PCG,Utilities,PG&E Corporation is a utility company providing electricity and natural gas to customers in northern and central California. It is focused on renewable energy and grid safety.,http://www.pge.com
Philip Morris International,PM,Consumer Staples,"Philip Morris International Inc. is a global tobacco company transitioning to smoke-free products like IQOS, aiming to reduce health risks associated with smoking.",http://www.pmi.com
Phillips 66,PSX,Energy,"Phillips 66 is an energy company specializing in refining, marketing, and transporting petroleum products. It also invests in renewable energy and chemical manufacturing.",http://www.phillips66.com
Pinnacle West,PNW,Utilities,"Pinnacle West Capital Corporation is a utility company providing electricity services through its subsidiary, Arizona Public Service. It focuses on renewable energy and grid reliability.",http://www.pinnaclewest.com
PNC Financial Services,PNC,Financials,"PNC Financial Services Group, Inc. is a regional bank offering retail and commercial banking services, including loans, wealth management, and investment solutions.",http://www.pnc.com
Pool Corporation,POOL,Consumer Discretionary,"Pool Corporation is a wholesale distributor of swimming pool supplies, equipment, and related outdoor products, serving residential and commercial customers.",http://www.poolcorp.com
PPG Industries,PPG,Materials,"PPG Industries, Inc. is a global manufacturer of paints, coatings, and specialty materials, serving industries like automotive, aerospace, and construction.",http://www.ppg.com
PPL Corporation,PPL,Utilities,PPL Corporation is a utility holding company providing electricity and natural gas services in the U.S. It focuses on clean energy and grid modernization.,http://www.pplweb.com
Principal Financial Group,PFG,Financials,"Principal Financial Group, Inc. provides retirement, insurance, and asset management solutions for individuals and businesses worldwide.",http://www.principal.com
Procter & Gamble,PG,Consumer Staples,"Procter & Gamble Company is a multinational consumer goods company offering a wide range of products, including cleaning, beauty, and health brands like Tide, Pampers, and Gillette.",http://www.pg.com
Progressive Corporation,PGR,Financials,"The Progressive Corporation is one of the largest providers of car insurance in the U.S., offering coverage for autos, homes, and commercial vehicles.",http://www.progressive.com
Prologis,PLD,Real Estate,"Prologis, Inc. is a real estate investment trust (REIT) specializing in logistics and industrial properties, serving e-commerce and supply chain industries globally.",http://www.prologis.com
Prudential Financial,PRU,Financials,"Prudential Financial, Inc. provides insurance, investment management, and retirement solutions to individuals and institutions worldwide.",http://www.prudential.com
Public Service Enterprise Group,PEG,Utilities,Public Service Enterprise Group (PSEG) is a utility company providing electricity and natural gas services in New Jersey. It invests in clean energy projects like solar and wind.,http://www.pseg.com
PTC Inc.,PTC,Information Technology,"PTC Inc. provides software solutions for product lifecycle management, computer-aided design (CAD), and Internet of Things (IoT), helping businesses innovate and optimize operations.",http://www.ptc.com
Public Storage,PSA,Real Estate,"Public Storage is a real estate investment trust (REIT) that owns and operates self-storage facilities, offering storage solutions for personal and business needs.",http://www.publicstorage.com
PulteGroup,PHM,Consumer Discretionary,"PulteGroup, Inc. is a leading homebuilder in the U.S., constructing single-family homes, townhomes, and apartments under brands like Pulte Homes and Del Webb.",http://www.pultegroup.com
Quanta Services,PWR,Industrials,"Quanta Services, Inc. provides specialized contracting services for the electric power, pipeline, and telecommunications industries, focusing on infrastructure development.",http://www.quantaservices.com
Qualcomm,QCOM,Information Technology,"QUALCOMM Incorporated is a global leader in wireless technology, developing semiconductors and software for mobile devices, IoT, and automotive applications.",http://www.qualcomm.com
Quest Diagnostics,DGX,Health Care,"Quest Diagnostics Incorporated is a leading provider of diagnostic testing, information, and healthcare services, offering laboratory testing for patients and healthcare providers.",http://www.questdiagnostics.com
Ralph Lauren Corporation,RL,Consumer Discretionary,"Ralph Lauren Corporation designs, markets, and distributes luxury apparel, accessories, and home products under brands like Ralph Lauren, Polo, and Chaps.",http://www.ralphlauren.com
Raymond James Financial,RJF,Financials,"Raymond James Financial, Inc. is a financial services firm offering investment banking, wealth management, and asset management services to individuals and institutions.",http://www.raymondjames.com
RTX Corporation,RTX,Industrials,"Raytheon Technologies Corporation is an aerospace and defense company specializing in advanced systems and solutions for commercial and military aircraft, as well as space systems.",http://www.rtx.com
Realty Income,O,Real Estate,"Realty Income Corporation is a real estate investment trust (REIT) focusing on commercial properties with long-term leases, providing monthly dividend income to shareholders.",http://www.realtyincome.com
Regency Centers,REG,Real Estate,Regency Centers Corporation is a real estate investment trust (REIT) owning and operating shopping centers anchored by grocery stores and retailers across the U.S.,http://www.regencycenters.com
Regeneron Pharmaceuticals,REGN,Health Care,"Regeneron Pharmaceuticals, Inc. is a biotechnology company developing innovative therapies for diseases like cancer, macular degeneration, and COVID-19.",http://www.regeneron.com
Regions Financial Corporation,RF,Financials,"Regions Financial Corporation is a regional bank providing retail and commercial banking, as well as wealth management services, primarily in the southeastern U.S.",http://www.regions.com
Republic Services,RSG,Industrials,"Republic Services, Inc. is a waste management company providing recycling and disposal services for residential, commercial, and industrial customers across the U.S.",http://www.republicservices.com
ResMed,RMD,Health Care,"ResMed Inc. is a global leader in cloud-connected devices for sleep apnea, chronic obstructive pulmonary disease (COPD), and other respiratory conditions.",http://www.resmed.com
Revvity,RVTY,Health Care,"Revvity, Inc. focuses on life sciences and diagnostics, offering solutions for drug development, environmental monitoring, and genetic screening.",http://www.revvity.com
Rockwell Automation,ROK,Industrials,"Rockwell Automation, Inc. provides industrial automation and information solutions, enabling manufacturers to optimize operations and achieve sustainability.",http://www.rockwellautomation.com
"Rollins, Inc.",ROL,Industrials,"Rollins, Inc. is a global provider of pest control services, operating under brands like Orkin and Western Pest Services, serving residential and commercial customers.",http://www.rollins.com
Roper Technologies,ROP,Information Technology,"Roper Technologies, Inc. designs and develops software and engineered products for various industries, including healthcare, transportation, and energy.",http://www.ropertech.com
Ross Stores,ROST,Consumer Discretionary,"Ross Stores, Inc. operates a chain of off-price retail stores under the Ross Dress for Less and dd’s Discounts brands, offering apparel, home goods, and accessories.",http://www.rossstores.com
Royal Caribbean Group,RCL,Consumer Discretionary,"Royal Caribbean Group operates a fleet of cruise ships under brands like Royal Caribbean International and Celebrity Cruises, providing luxury vacation experiences.",http://www.royalcaribbean.com
S&P Global,SPGI,Financials,"S&P Global Inc. provides financial information and analytics, including credit ratings, indices like the S&P 500, and market data to support investment decisions.",http://www.spglobal.com
Salesforce,CRM,Information Technology,"Salesforce, Inc. is a global leader in customer relationship management (CRM) software, providing cloud-based solutions for sales, marketing, and customer service.",http://www.salesforce.com
SBA Communications,SBAC,Real Estate,"SBA Communications Corporation is a real estate investment trust (REIT) specializing in wireless communications infrastructure, including towers and small cells.",http://www.sbasite.com
Schlumberger,SLB,Energy,"SLB is a leading oilfield services company providing technology and expertise for energy exploration, drilling, and production worldwide.",http://www.slb.com
Seagate Technology,STX,Information Technology,"Seagate Technology Holdings PLC designs and manufactures data storage solutions, including hard drives and enterprise storage systems for businesses and consumers.",http://www.seagate.com
Sempra,SRE,Utilities,"Sempra Energy is a utility holding company focusing on electricity and natural gas distribution, with a commitment to renewable energy and clean energy infrastructure.",http://www.sempra.com
ServiceNow,NOW,Information Technology,"ServiceNow, Inc. provides cloud-based digital workflow solutions, enabling businesses to automate processes and improve efficiency across IT, HR, and customer service.",http://www.servicenow.com
Sherwin-Williams,SHW,Materials,"The Sherwin-Williams Company is a global leader in paints, coatings, and related products for residential, commercial, and industrial use.",http://www.sherwin-williams.com
Simon Property Group,SPG,Real Estate,"Simon Property Group, Inc. is a real estate investment trust (REIT) owning and operating shopping malls, outlets, and retail properties globally.",http://www.simon.com
Skyworks Solutions,SWKS,Information Technology,"Skyworks Solutions, Inc. designs and manufactures semiconductors for wireless communications, powering devices in smartphones, IoT, and automotive applications.",http://www.skyworksinc.com
J.M. Smucker Company (The),SJM,Consumer Staples,"The J.M. Smucker Company produces food and beverage products, including brands like Smucker’s, Jif, and Folgers, serving consumers and foodservice markets.",http://www.jmsmucker.com
Smurfit WestRock,SW,Materials,"Stanley Black & Decker, Inc. manufactures tools, storage solutions, and security products for professional, industrial, and consumer use.",http://www.stanleyblackanddecker.com
Snap-on,SNA,Industrials,"Snap-on Incorporated designs and manufactures tools, equipment, and diagnostic products for professional mechanics and technicians in automotive and industrial sectors.",http://www.snapon.com
Solventum,SOLV,Health Care,"Solvay SA is a global chemical company providing materials and solutions for diverse industries, including aerospace, automotive, and energy.",http://www.solvay.com
Southern Company,SO,Utilities,The Southern Company is a utility company providing electricity and natural gas services in the southeastern United States. It focuses on renewable energy and grid modernization.,http://www.southerncompany.com
Southwest Airlines,LUV,Industrials,"Southwest Airlines Co. is a major U.S. airline providing low-cost domestic and international flights, focusing on customer service and efficiency.",http://www.southwest.com
Stanley Black & Decker,SWK,Industrials,"Stanley Black & Decker, Inc. is a leading manufacturer of tools, hardware, and industrial equipment for professional and consumer use.",http://www.stanleyblackanddecker.com
Starbucks,SBUX,Consumer Discretionary,"Starbucks Corporation is a global coffeehouse chain offering a variety of coffee, tea, and food products, known for its premium coffee experience and global presence.",http://www.starbucks.com
State Street Corporation,STT,Financials,"State Street Corporation is a global financial services company providing investment management, research, and trading services to institutional investors.",http://www.statestreet.com
Steel Dynamics,STLD,Materials,"Steel Dynamics, Inc. is a steel producer and metals recycler, manufacturing a wide range of steel products for construction, automotive, and energy industries.",http://www.steeldynamics.com
Steris,STE,Health Care,"STERIS plc is a global provider of infection prevention and sterilization solutions for healthcare, pharmaceutical, and life sciences industries.",http://www.steris.com
Stryker Corporation,SYK,Health Care,"Stryker Corporation is a global medical technology company offering orthopedic implants, surgical equipment, and patient care solutions.",http://www.stryker.com
Supermicro,SMCI,Information Technology,"Super Micro Computer, Inc. designs and manufactures high-performance server and storage systems, focusing on cloud computing, AI, and enterprise IT.",http://www.supermicro.com
Synchrony Financial,SYF,Financials,"Synchrony Financial is a consumer financial services company providing credit cards, loans, and savings products in partnership with retailers and brands.",http://www.synchrony.com
Synopsys,SNPS,Information Technology,"Synopsys, Inc. provides electronic design automation (EDA) software and IP for semiconductor design, focusing on chip development and verification.",http://www.synopsys.com
Sysco,SYY,Consumer Staples,"Sysco Corporation is the largest distributor of food products to restaurants, healthcare facilities, and educational institutions, offering fresh and prepared food items.",http://www.sysco.com
T-Mobile US,TMUS,Communication Services,"T-Mobile US, Inc. is a leading wireless carrier providing mobile voice, messaging, and data services to customers across the United States.",http://www.t-mobile.com
T. Rowe Price,TROW,Financials,"T. Rowe Price Group, Inc. is an investment management firm offering mutual funds, retirement plans, and advisory services to individual and institutional investors.",http://www.troweprice.com
Take-Two Interactive,TTWO,Communication Services,"Take-Two Interactive Software, Inc. is a video game publisher known for franchises like Grand Theft Auto, NBA 2K, and Red Dead Redemption.",http://www.take2games.com
"Tapestry, Inc.",TPR,Consumer Discretionary,"Tapestry, Inc. is a luxury goods company that owns brands like Coach, Kate Spade, and Stuart Weitzman, specializing in handbags, accessories, and footwear.",http://www.tapestry.com
Targa Resources,TRGP,Energy,"Targa Resources Corp. is a midstream energy company specializing in the transportation, storage, and processing of natural gas and natural gas liquids (NGLs).",http://www.targaresources.com
Target Corporation,TGT,Consumer Staples,"Target Corporation is a leading retail chain offering a wide range of products, including clothing, electronics, and groceries, known for its focus on affordable quality.",http://www.target.com
TE Connectivity,TEL,Information Technology,"TE Connectivity Ltd. designs and manufactures connectivity and sensor solutions for industries like automotive, aerospace, and industrial equipment.",http://www.te.com
Teledyne Technologies,TDY,Information Technology,"Teledyne Technologies Incorporated provides imaging, instrumentation, and digital products for aerospace, defense, and industrial applications",http://www.teledyne.com
Teleflex,TFX,Health Care,"Teleflex Incorporated is a global provider of medical technologies, including surgical instruments, catheters, and airway management devices.",http://www.teleflex.com
Teradyne,TER,Information Technology,"Teradyne, Inc. develops and manufactures automated testing equipment for semiconductors, wireless devices, and electronics, as well as robotics solutions.",http://www.teradyne.com
"Tesla, Inc.",TSLA,Consumer Discretionary,"Tesla, Inc. is a leading electric vehicle (EV) manufacturer, also producing energy storage systems, solar panels, and renewable energy solutions.",http://www.tesla.com
Texas Instruments,TXN,Information Technology,"Texas Instruments Incorporated designs and manufactures semiconductors and integrated circuits for electronics, automotive, and industrial applications.",http://www.ti.com
Texas Pacific Land Corporation,TPL,Energy,"Texas Pacific Land Corporation manages land and mineral rights in Texas, generating revenue from oil and gas royalties, land sales, and water services.",http://www.texaspacific.com
Textron,TXT,Industrials,"Textron Inc. is an industrial conglomerate specializing in aircraft, defense, and industrial products. Its brands include Bell Helicopter and Cessna Aircraft.",http://www.textron.com
Thermo Fisher Scientific,TMO,Health Care,"Thermo Fisher Scientific Inc. is a global provider of scientific instruments, reagents, and laboratory equipment for life sciences and healthcare research.",http://www.thermofisher.com
TJX Companies,TJX,Consumer Discretionary,"The TJX Companies, Inc. operates off-price retail stores under brands like T.J. Maxx, Marshalls, and HomeGoods, offering discounted apparel and home goods.",http://www.tjx.com
Tractor Supply,TSCO,Consumer Discretionary,"Tractor Supply Company is a rural lifestyle retailer offering products for agriculture, home improvement, lawn and garden maintenance, and pet care.",http://www.tractorsupply.com
Trane Technologies,TT,Industrials,"Trane Technologies plc is a global climate innovator specializing in HVAC (heating, ventilation, and air conditioning) systems and energy-efficient building solutions.",http://www.tranetechnologies.com
TransDigm Group,TDG,Industrials,"TransDigm Group Incorporated designs and manufactures aerospace components, including engineered parts and subsystems for commercial and military aircraft.",http://www.transdigm.com
Travelers Companies (The),TRV,Financials,"The Travelers Companies, Inc. is a leading provider of property and casualty insurance, offering coverage for personal, business, and specialty risks.",http://www.travelers.com
Trimble Inc.,TRMB,Information Technology,"Trimble Inc. provides advanced positioning technologies for industries like agriculture, construction, and transportation, enhancing productivity and efficiency.",http://www.trimble.com
Truist Financial,TFC,Financials,"Truist Financial Corporation is a regional bank offering banking, insurance, and wealth management services to individuals and businesses in the U.S.",http://www.truist.com
Tyler Technologies,TYL,Information Technology,"Tyler Technologies, Inc. develops software solutions for public sector organizations, including municipal governments and schools, streamlining operations and services.",http://www.tylertech.com
Tyson Foods,TSN,Consumer Staples,"Tyson Foods, Inc. is a leading producer of meat products, including chicken, beef, and pork, serving retail, foodservice, and industrial markets globally.",http://www.tysonfoods.com
U.S. Bancorp,USB,Financials,"U.S. Bancorp is a regional bank providing financial services such as banking, investment management, and payment processing to individuals and businesses.",http://www.usbank.com
Uber,UBER,Industrials,"Uber Technologies, Inc. is a technology company offering ride-hailing, food delivery (Uber Eats), and freight transportation services globally.",http://www.uber.com
"UDR, Inc.",UDR,Real Estate,"UDR, Inc. is a real estate investment trust (REIT) that owns and operates residential apartment communities in major U.S. markets, focusing on high-quality properties.",http://www.udr.com
Ulta Beauty,ULTA,Consumer Discretionary,"Ulta Beauty, Inc. is a retail chain offering cosmetics, skincare, and salon services, along with a wide range of beauty and personal care products.",http://www.ulta.com
Union Pacific Corporation,UNP,Industrials,Union Pacific Corporation is a leading railroad operator providing freight transportation services across the western United States.,http://www.up.com
United Airlines Holdings,UAL,Industrials,"United Airlines Holdings, Inc. is a major airline offering domestic and international passenger and cargo services, with a focus on global connectivity.",http://www.united.com
United Parcel Service,UPS,Industrials,"United Parcel Service, Inc. is a global logistics company providing package delivery, freight, and supply chain management solutions.",http://www.ups.com
United Rentals,URI,Industrials,"United Rentals, Inc. is the largest equipment rental company in the world, providing solutions for construction, industrial, and commercial projects.",http://www.unitedrentals.com
UnitedHealth Group,UNH,Health Care,UnitedHealth Group Incorporated is a diversified healthcare company offering insurance services (UnitedHealthcare) and health technology solutions (Optum).,http://www.unitedhealthgroup.com
Universal Health Services,UHS,Health Care,"Universal Health Services, Inc. operates hospitals and healthcare facilities, providing behavioral health services, acute care, and outpatient treatments.",http://www.uhsinc.com
Valero Energy,VLO,Energy,"Valero Energy Corporation is an international manufacturer of transportation fuels, petrochemical products, and renewable fuels, including ethanol and biodiesel.",http://www.valero.com
Ventas,VTR,Real Estate,"Ventas, Inc. is a real estate investment trust (REIT) specializing in healthcare and senior living properties, including hospitals, nursing facilities, and medical offices.",http://www.ventasreit.com
Veralto,VLTO,Industrials,"Veralto Corporation focuses on advanced technologies for water purification and analytical solutions, serving industries like healthcare and environmental sustainability.",http://www.veralto.com
Verisign,VRSN,Information Technology,"VeriSign, Inc. operates the infrastructure for domain names and internet security, managing .com and .net domains and providing DNS services.",http://www.verisign.com
Verisk Analytics,VRSK,Industrials,"Verisk Analytics, Inc. provides data analytics solutions for industries like insurance, energy, and financial services, helping businesses make informed decisions.",http://www.verisk.com
Verizon,VZ,Communication Services,"Verizon Communications Inc. is a leading telecommunications company offering wireless, internet, and TV services to consumers and businesses.",http://www.verizon.com
Vertex Pharmaceuticals,VRTX,Health Care,"Vertex Pharmaceuticals Incorporated is a biotechnology company developing innovative therapies for genetic diseases, including cystic fibrosis and rare disorders.",http://www.vrtx.com
Viatris,VTRS,Health Care,"Viatris Inc. is a global healthcare company offering generic and branded medicines, biosimilars, and over-the-counter products to improve patient access to healthcare.",http://www.viatris.com
